,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
126,,,,,Top 100 quality games:,Top 100:,3,54.2,-1.7,-9.9,58.7,18.0,26.9,41.0,2.5,8.0,7.0,40.1,0.0,1.6,46.2,6-6,1.000,2-9,.222,1-4,.250,,,,,,,,
127,,,,,Top 50 quality games:,Top 50:,2,58.8,-0.7,-4.3,71.1,17.8,22.7,39.7,3.5,11.3,5.4,25.6,0.0,2.2,54.5,6-6,1.000,1-8,.125,1-3,.333,,,,,,,,
128,2009,So,5-8,Lawrence Cage,Alcorn St.,SWAC,11,6.1,0.1,-6.4,90.5,20.3,56.3,61.7,3.0,10.0,11.7,33.8,0.0,1.5,56.3,7-9,.778,3-8,.375,4-8,.500,,,,,,,,
129,,,,,Conf. games:,Conf. games:,8,6.2,0.2,-5.4,105.3,18.4,55.0,65.2,2.5,5.4,4.2,25.6,0.0,1.2,80.0,7-8,.875,1-4,.250,3-6,.500,,,,,,,,
130,,,,,Top 100 quality games:,Top 100:,1,4.2,-1.6,-34.8,0.0,33.9,0.0,0.0,0.0,0.0,0.0,30.7,0.0,0.0,0.0,0-0,.000,0-2,.000,0-1,.000,,,,,,,,
131,,,,,Top 50 quality games:,Top 50:,1,6.3,-1.6,-34.8,0.0,34.6,0.0,0.0,0.0,0.0,0.0,30.9,0.0,0.0,0.0,0-0,.000,0-2,.000,0-1,.000,,,,,,,,
132,2009,Fr,6-5,Darius Hobson,Alcorn St.,SWAC,16,7.7,-0.5,-12.1,75.9,6.3,28.6,33.7,5.9,7.9,0.0,19.1,0.0,0.0,57.1,2-4,.500,2-5,.400,0-2,.000,,,,,,,,
133,,,,,Conf. games:,Conf. games:,12,10.0,-0.6,-12.1,76.9,5.6,20.0,29.0,6.1,10.0,0.0,13.0,0.0,0.0,80.0,2-4,.500,1-4,.250,0-1,.000,,,,,,,,
134,,,,,Top 100 quality games:,Top 100:,2,8.3,-1.6,-13.6,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,,,,,
135,,,,,Top 50 quality games:,Top 50:,1,7.5,-1.9,-8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
136,2009,Sr,5-11,Garrison Carr,American,Pat,32,89.3,3.4,2.8,103.1,27.1,52.2,55.0,1.9,8.7,11.0,17.4,0.2,1.7,22.3,81-105,.771,75-178,.421,114-293,.389,,,,,,,,
137,,,,,Conf. games:,Conf. games:,14,87.7,2.9,0.8,101.0,27.1,49.5,52.8,2.1,8.3,12.4,17.9,0.5,1.3,29.9,42-58,.724,30-76,.395,44-118,.373,,,,,,,,
138,,,,,Top 100 quality games:,Top 100:,4,85.6,1.2,-2.1,79.9,26.9,38.5,41.2,1.7,8.7,6.9,18.8,0.0,1.8,11.5,6-7,.857,10-24,.417,9-37,.243,,,,,,,,
139,,,,,Top 50 quality games:,Top 50:,4,85.6,1.2,-2.1,79.9,26.9,38.5,41.2,1.7,8.7,6.9,18.8,0.0,1.8,11.5,6-7,.857,10-24,.417,9-37,.243,,,,,,,,
140,2009,Sr,6-8,Brian Gilmore,American,Pat,32,80.3,3.2,2.7,112.3,21.0,61.6,63.0,6.7,14.1,14.0,21.4,0.3,1.5,32.0,60-88,.682,96-155,.619,49-120,.408,,,,,,,,
141,,,,,Conf. games:,Conf. games:,14,77.0,2.8,1.8,111.3,20.3,62.7,63.0,6.7,11.5,12.3,22.0,0.5,1.3,29.8,21-34,.618,37-67,.552,23-47,.489,,,,,,,,
142,,,,,Top 100 quality games:,Top 100:,4,87.5,2.9,1.0,100.2,19.4,59.5,59.9,4.1,11.7,18.4,27.9,0.0,0.9,8.1,2-3,.667,13-16,.813,6-21,.286,,,,,,,,
143,,,,,Top 50 quality games:,Top 50:,4,87.5,2.9,1.0,100.2,19.4,59.5,59.9,4.1,11.7,18.4,27.9,0.0,0.9,8.1,2-3,.667,13-16,.813,6-21,.286,,,,,,,,
144,2009,Sr,5-9,Derrick Mercer,American,Pat,32,92.4,3.0,2.4,107.3,20.6,51.9,53.8,2.4,11.7,25.3,18.8,0.4,2.0,39.1,70-115,.609,115-233,.494,25-61,.410,,,,,,,,
145,,,,,Conf. games:,Conf. games:,14,94.0,4.4,5.5,118.0,20.9,58.8,59.2,1.7,11.6,30.0,17.0,0.0,2.3,45.8,35-60,.583,53-102,.520,16-29,.552,,,,,,,,
146,,,,,Top 100 quality games:,Top 100:,4,92.5,1.8,-1.6,89.1,20.8,43.8,44.9,2.3,9.1,19.0,20.5,0.0,1.3,4.2,2-2,1.000,18-38,.474,2-10,.200,,,,,,,,
147,,,,,Top 50 quality games:,Top 50:,4,92.5,1.8,-1.6,89.1,20.8,43.8,44.9,2.3,9.1,19.0,20.5,0.0,1.3,4.2,2-2,1.000,18-38,.474,2-10,.200,,,,,,,,
148,2009,Sr,6-5,Jordan Nichols,American,Pat,32,66.9,1.5,0.6,114.3,11.9,65.8,64.5,11.1,13.4,6.6,24.0,4.7,1.9,27.2,16-31,.516,75-114,.658,0-0,.000,,,,,,,,
149,,,,,Conf. games:,Conf. games:,14,67.7,2.1,2.9,120.5,13.2,67.2,63.8,12.4,13.1,7.0,18.0,7.3,2.0,39.7,10-23,.435,39-58,.672,0-0,.000,,,,,,,,
150,,,,,Top 100 quality games:,Top 100:,4,63.8,-0.0,-2.5,87.6,11.8,57.1,57.1,9.0,14.7,6.1,36.7,0.0,1.2,0.0,0-0,.000,8-14,.571,0-0,.000,,,,,,,,
151,,,,,Top 50 quality games:,Top 50:,4,63.8,-0.0,-2.5,87.6,11.8,57.1,57.1,9.0,14.7,6.1,36.7,0.0,1.2,0.0,0-0,.000,8-14,.571,0-0,.000,,,,,,,,
152,2009,Sr,6-10,Frane Markusovic,American,Pat,19,10.8,0.5,-0.6,116.6,13.0,75.0,70.7,4.8,14.9,6.1,21.5,0.9,0.9,65.0,7-13,.538,15-20,.750,0-0,.000,,,,,,,,
153,,,,,Conf. games:,Conf. games:,7,5.1,-0.2,-7.8,79.9,11.5,66.7,57.6,4.6,19.9,6.7,39.2,0.0,0.0,33.3,0-1,.000,2-3,.667,0-0,.000,,,,,,,,
154,,,,,Top 100 quality games:,Top 100:,2,11.9,-0.7,-4.3,66.5,10.8,0.0,52.6,12.0,23.6,9.4,61.7,6.8,0.0,0.0,1-2,.500,0-0,.000,0-0,.000,,,,,,,,
155,,,,,Top 50 quality games:,Top 50:,2,11.9,-0.7,-4.3,66.5,10.8,0.0,52.6,12.0,23.6,9.4,61.7,6.8,0.0,0.0,1-2,.500,0-0,.000,0-0,.000,,,,,,,,
156,2009,Sr,6-6,Bryce Simon,American,Pat,23,16.2,0.5,-0.7,102.6,18.1,55.6,56.8,3.2,10.5,14.2,23.9,0.6,0.6,5.6,3-3,1.000,9-12,.750,14-42,.333,,,,,,,,
157,,,,,Conf. games:,Conf. games:,14,23.5,0.2,-1.6,97.8,16.0,46.8,49.3,3.0,11.2,11.9,21.4,0.9,0.5,9.7,3-3,1.000,4-5,.800,7-26,.269,,,,,,,,
158,,,,,Top 100 quality games:,Top 100:,2,6.9,0.9,4.3,131.1,14.4,50.0,50.0,10.4,27.2,19.3,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,1-3,.333,,,,,,,,
159,,,,,Top 50 quality games:,Top 50:,2,6.9,0.9,4.3,131.1,14.4,50.0,50.0,10.4,27.2,19.3,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,1-3,.333,,,,,,,,
160,2009,Sr,6-4,Frank Borden,American,Pat,32,49.5,-0.2,-2.6,86.0,17.0,35.9,41.8,6.5,12.2,14.2,25.7,2.2,3.1,39.3,32-46,.696,36-88,.409,4-29,.138,,,,,,,,
161,,,,,Conf. games:,Conf. games:,14,49.6,0.1,-1.3,89.3,18.0,31.0,38.9,9.4,15.5,12.9,20.6,1.2,3.7,41.4,18-24,.750,18-49,.367,0-9,.000,,,,,,,,
162,,,,,Top 100 quality games:,Top 100:,4,43.1,0.0,-3.9,80.7,17.5,50.0,50.4,5.0,4.3,17.7,36.5,1.9,1.8,33.3,2-4,.500,3-6,.500,2-6,.333,,,,,,,,
163,,,,,Top 50 quality games:,Top 50:,4,43.1,0.0,-3.9,80.7,17.5,50.0,50.4,5.0,4.3,17.7,36.5,1.9,1.8,33.3,2-4,.500,3-6,.500,2-6,.333,,,,,,,,
164,2009,Sr,6-3,Eduardo Bermudez,Appalachian St.,SC,23,37.0,0.0,-3.4,87.8,20.1,45.3,47.1,5.7,13.1,16.0,28.9,0.9,2.9,25.0,19-32,.594,37-86,.430,14-42,.333,,,,,,,,
165,,,,,Conf. games:,Conf. games:,14,30.9,-0.0,-4.7,86.9,21.6,50.0,51.0,5.9,12.7,18.7,35.0,1.3,2.5,28.1,10-18,.556,20-42,.476,8-22,.364,,,,,,,,
166,,,,,Top 100 quality games:,Top 100:,4,49.0,-1.4,-5.8,65.8,16.2,27.6,26.7,7.4,14.9,6.5,14.1,1.0,2.3,20.7,1-6,.167,5-19,.263,2-10,.200,,,,,,,,
167,,,,,Top 50 quality games:,Top 50:,2,52.5,-0.2,-5.5,81.5,14.1,28.6,30.1,6.8,7.8,0.0,0.0,0.0,1.3,14.3,1-2,.500,1-8,.125,2-6,.333,,,,,,,,
168,2009,Fr,6-2,Donterious Hughes,Appalachian St.,SC,29,33.1,-0.1,-6.2,82.0,23.0,40.4,42.1,6.6,11.2,15.4,25.7,0.8,2.5,37.7,24-49,.490,48-115,.417,3-15,.200,,,,,,,,
169,,,,,Conf. games:,Conf. games:,19,37.1,0.1,-6.4,86.0,24.3,43.0,44.9,8.6,10.6,13.8,26.8,1.1,2.1,31.0,17-31,.548,40-91,.440,2-9,.222,,,,,,,,
170,,,,,Top 100 quality games:,Top 100:,5,24.5,-1.1,-7.5,48.7,18.6,22.7,24.4,2.1,9.2,12.3,30.6,0.0,3.4,63.6,2-7,.286,1-9,.111,1-2,.500,,,,,,,,
171,,,,,Top 50 quality games:,Top 50:,2,13.8,-0.6,-13.0,44.3,33.2,33.3,27.9,8.7,0.0,0.0,30.8,0.0,5.0,166.7,1-5,.200,1-3,.333,0-0,.000,,,,,,,,
172,2009,Fr,6-5,Quinche Dowdell,Appalachian St.,SC,17,8.5,0.0,-1.8,98.7,13.8,62.5,62.7,8.9,18.5,3.6,30.9,3.9,3.2,62.5,6-10,.600,10-16,.625,0-0,.000,,,,,,,,
173,,,,,Conf. games:,Conf. games:,13,8.7,-0.1,-3.7,94.8,14.6,60.0,61.6,7.0,18.3,5.0,33.3,6.0,2.5,80.0,5-8,.625,6-10,.600,0-0,.000,,,,,,,,
174,,,,,Top 100 quality games:,Top 100:,3,15.0,0.8,4.6,106.2,14.6,66.7,64.7,13.9,22.5,0.0,25.6,0.0,5.6,33.3,1-2,.500,4-6,.667,0-0,.000,,,,,,,,
175,,,,,Top 50 quality games:,Top 50:,2,33.8,1.2,7.0,109.2,13.9,80.0,75.6,10.6,24.4,0.0,29.9,0.0,6.1,40.0,1-2,.500,4-5,.800,0-0,.000,,,,,,,,
176,2009,Jr,6-7,Chase Budinger,Arizona,P12,35,93.7,6.0,8.0,117.5,23.9,55.4,59.4,4.9,14.8,19.0,16.6,1.4,2.3,34.2,125-156,.801,152-288,.528,67-168,.399,,,,,,,,
177,,,,,Conf. games:,Conf. games:,18,95.1,7.0,9.5,121.9,24.2,56.7,61.3,4.9,15.5,20.0,14.2,1.0,2.4,38.6,74-90,.822,78-144,.542,36-89,.404,,,,,,,,
178,,,,,Top 100 quality games:,Top 100:,26,95.3,5.7,6.2,111.5,23.9,51.4,55.7,4.6,13.7,19.2,17.1,0.9,2.2,30.3,86-106,.811,111-222,.500,46-128,.359,,,,,,,,
179,,,,,Top 50 quality games:,Top 50:,17,95.4,4.9,5.3,105.5,23.5,49.1,53.7,3.7,14.6,19.9,19.8,0.5,2.6,29.6,52-63,.825,64-137,.467,27-76,.355,,,,,,,,
180,2009,Jr,6-10,Jordan Hill,Arizona,P12,34,86.3,5.3,6.0,108.9,28.0,53.7,56.0,15.4,22.2,9.6,17.5,5.6,1.5,38.2,117-179,.654,252-469,.537,0-0,.000,,,,,,,,
181,,,,,Conf. games:,Conf. games:,18,91.8,5.1,4.3,106.7,27.0,53.9,56.0,13.3,21.0,9.7,18.0,4.1,1.5,36.1,56-87,.644,130-241,.539,0-0,.000,,,,,,,,
182,,,,,Top 100 quality games:,Top 100:,26,90.7,5.5,5.2,106.0,28.5,52.6,54.9,14.7,21.7,9.8,18.3,5.0,1.5,33.7,84-128,.656,200-380,.526,0-0,.000,,,,,,,,
183,,,,,Top 50 quality games:,Top 50:,17,87.9,5.4,4.9,104.6,29.4,53.0,54.5,14.8,20.1,9.7,18.1,4.2,1.8,30.9,47-77,.610,132-249,.530,0-0,.000,,,,,,,,
184,2009,Sr,6-6,Fendi Onobun,Arizona,P12,30,13.6,0.0,-4.2,92.9,11.4,47.8,47.7,4.1,10.3,6.3,19.8,1.2,1.3,87.0,9-20,.450,11-23,.478,0-0,.000,,,,,,,,
185,,,,,Conf. games:,Conf. games:,15,6.7,0.3,-3.7,106.4,16.5,57.1,55.3,8.5,7.5,7.8,15.6,0.0,1.3,142.9,5-10,.500,4-7,.571,0-0,.000,,,,,,,,
186,,,,,Top 100 quality games:,Top 100:,22,10.4,0.2,-2.8,101.9,10.5,45.5,53.9,3.5,11.6,6.3,21.3,1.1,1.1,109.1,8-12,.667,5-11,.455,0-0,.000,,,,,,,,
187,,,,,Top 50 quality games:,Top 50:,14,10.1,-0.1,-5.1,82.6,11.7,42.9,45.7,5.5,8.8,7.6,30.5,1.7,1.8,85.7,3-6,.500,3-7,.429,0-0,.000,,,,,,,,
188,2009,So,6-5,James Harden,Arizona St.,P12,35,88.3,6.5,10.1,112.8,32.6,55.3,60.7,5.5,14.6,29.2,19.0,1.1,3.1,59.7,204-270,.756,163-289,.564,58-163,.356,,,,,,,,
189,,,,,Conf. games:,Conf. games:,18,91.8,5.6,8.3,105.1,31.9,51.0,56.1,4.3,12.7,27.5,19.1,1.8,2.9,53.5,93-129,.721,84-155,.542,26-86,.302,,,,,,,,
190,,,,,Top 100 quality games:,Top 100:,25,91.0,6.3,8.6,107.8,32.5,51.1,57.0,5.2,15.3,28.5,18.5,0.9,2.8,58.3,144-193,.746,109-216,.505,40-115,.348,,,,,,,,
191,,,,,Top 50 quality games:,Top 50:,17,90.2,6.5,9.4,108.7,32.1,50.2,57.0,5.3,16.0,29.9,18.4,0.8,3.3,65.3,104-139,.748,74-145,.510,22-68,.324,,,,,,,,
192,2009,Sr,6-10,Jeff Ayres,Arizona St.,P12,35,80.2,5.9,8.9,130.8,20.2,66.0,69.0,11.0,21.9,6.7,12.3,3.3,1.0,48.3,113-145,.779,198-299,.662,0-1,.000,,,,,,,,
193,,,,,Conf. games:,Conf. games:,18,83.1,6.9,10.4,133.0,21.4,67.3,69.6,13.8,22.5,8.3,11.9,3.3,0.9,50.0,61-81,.753,109-162,.673,0-0,.000,,,,,,,,
194,,,,,Top 100 quality games:,Top 100:,25,85.6,6.8,9.0,130.8,20.6,66.1,68.9,10.9,21.8,7.8,12.2,2.3,0.7,46.5,83-107,.776,152-229,.664,0-1,.000,,,,,,,,
195,,,,,Top 50 quality games:,Top 50:,17,83.5,6.8,9.2,129.7,21.1,67.9,69.7,11.2,22.4,6.5,12.9,1.8,0.9,33.9,44-57,.772,114-168,.679,0-0,.000,,,,,,,,
196,2009,Fr,5-11,Eric Brooks,Arkansas Pine Bluff,SWAC,24,41.0,-0.1,-0.8,89.6,18.9,39.1,44.7,3.8,8.7,17.5,22.2,0.0,4.7,43.0,42-61,.689,39-104,.375,11-38,.289,,,,,,,,
197,,,,,Conf. games:,Conf. games:,18,53.6,0.4,0.4,98.4,18.6,40.8,46.6,3.8,8.8,17.6,18.0,0.0,4.9,41.2,34-47,.723,33-83,.398,9-31,.290,,,,,,,,
198,,,,,Top 100 quality games:,Top 100:,3,17.2,-2.6,-6.0,48.6,15.5,26.9,28.7,1.7,13.8,12.1,39.9,0.0,3.5,15.4,1-2,.500,2-10,.200,1-3,.333,,,,,,,,
199,,,,,Top 50 quality games:,Top 50:,1,6.3,1.4,0.8,114.8,11.7,37.5,37.5,7.2,7.0,36.0,0.0,0.0,3.6,0.0,0-0,.000,0-3,.000,1-1,1.000,,,,,,,,
200,2009,Jr,6-4,Cory Norman,Arkansas Pine Bluff,SWAC,13,5.0,-0.7,-10.1,43.4,15.7,21.4,23.4,5.0,5.4,3.0,39.7,0.0,2.7,14.3,1-2,.500,0-3,.000,2-11,.182,,,,,,,,
201,,,,,Conf. games:,Conf. games:,6,3.2,-0.6,-15.7,39.2,18.2,21.4,21.4,4.6,5.0,0.0,39.2,0.0,2.4,0.0,0-0,.000,0-1,.000,1-6,.167,,,,,,,,
202,,,,,Top 100 quality games:,Top 100:,5,8.3,-0.8,-6.8,47.3,13.8,21.4,25.2,0.0,7.1,0.0,26.4,0.0,1.8,28.6,1-2,.500,0-2,.000,1-5,.200,,,,,,,,
203,,,,,Top 50 quality games:,Top 50:,3,10.0,-0.9,-6.8,51.9,15.6,25.0,28.8,0.0,4.3,0.0,29.2,0.0,2.3,33.3,1-2,.500,0-2,.000,1-4,.250,,,,,,,,
204,2009,Jr,6-1,Jason Tolliver,Arkansas Pine Bluff,SWAC,6,2.6,-0.3,-7.1,69.1,15.4,44.4,44.4,0.0,10.1,0.0,32.6,0.0,0.0,0.0,0-0,.000,4-6,.667,0-3,.000,,,,,,,,
205,,,,,Conf. games:,Conf. games:,1,0.1,0.3,43.3,200.0,20.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,1-1,1.000,0-0,.000,,,,,,,,
206,,,,,Top 100 quality games:,Top 100:,5,8.9,-0.6,-8.7,57.7,14.8,37.5,37.5,0.0,10.0,0.0,34.6,0.0,0.0,0.0,0-0,.000,3-5,.600,0-3,.000,,,,,,,,
207,,,,,Top 50 quality games:,Top 50:,4,11.3,-0.9,-10.1,47.3,14.5,33.3,33.3,0.0,11.6,0.0,42.0,0.0,0.0,0.0,0-0,.000,2-3,.667,0-3,.000,,,,,,,,
208,2009,Fr,6-8,Nicholas Livisay,Arkansas Pine Bluff,SWAC,14,5.0,-0.3,-8.4,71.0,15.0,26.3,26.3,11.7,12.6,0.0,6.0,3.4,0.0,21.1,1-4,.250,5-19,.263,0-0,.000,,,,,,,,
209,,,,,Conf. games:,Conf. games:,7,2.2,-0.7,-15.4,0.0,7.7,0.0,0.0,0.0,28.6,0.0,0.0,6.8,0.0,33.3,0-1,.000,0-3,.000,0-0,.000,,,,,,,,
210,,,,,Top 100 quality games:,Top 100:,6,12.5,-0.1,-5.9,77.3,17.5,31.3,31.6,16.3,7.1,0.0,6.9,2.1,0.0,18.8,1-3,.333,5-16,.313,0-0,.000,,,,,,,,
211,,,,,Top 50 quality games:,Top 50:,5,18.3,-0.0,-4.8,81.0,16.8,33.3,33.5,17.3,7.1,0.0,7.4,2.3,0.0,20.0,1-3,.333,5-15,.333,0-0,.000,,,,,,,,
212,2009,Fr,6-6,Jason Henry,Arkansas,SEC,23,34.6,1.2,2.1,95.4,24.3,47.6,49.1,10.3,16.5,6.8,19.1,0.8,3.1,27.3,26-45,.578,53-105,.505,17-60,.283,,,,,,,,
213,,,,,Conf. games:,Conf. games:,16,49.1,1.7,3.2,99.1,23.6,48.3,49.4,11.2,17.9,8.0,16.6,0.7,3.2,25.6,17-31,.548,42-80,.525,11-41,.268,,,,,,,,
214,,,,,Top 100 quality games:,Top 100:,14,43.3,1.4,3.0,94.1,23.7,45.0,46.1,10.9,16.1,6.2,16.3,0.4,3.7,23.9,14-26,.538,34-71,.479,10-38,.263,,,,,,,,
215,,,,,Top 50 quality games:,Top 50:,6,38.2,2.2,3.6,106.4,21.2,54.3,54.7,10.7,16.0,5.0,17.0,0.0,2.2,15.2,4-7,.571,16-32,.500,6-14,.429,,,,,,,,
216,2009,Sr,6-7,Marcus Monk,Arkansas,SEC,8,10.6,1.1,3.7,109.2,14.2,46.4,53.4,6.7,14.8,5.6,15.1,3.3,3.5,42.9,10-12,.833,13-28,.464,0-0,.000,,,,,,,,
217,,,,,Conf. games:,Conf. games:,3,9.2,1.8,3.7,114.7,15.5,52.9,52.9,8.8,9.9,3.4,6.1,3.6,1.9,23.5,2-4,.500,9-17,.529,0-0,.000,,,,,,,,
218,,,,,Top 100 quality games:,Top 100:,5,15.7,1.4,3.5,102.7,17.0,46.2,52.0,7.3,14.4,3.9,16.6,3.1,3.4,38.5,8-10,.800,12-26,.462,0-0,.000,,,,,,,,
219,,,,,Top 50 quality games:,Top 50:,3,21.2,1.3,1.3,95.3,18.5,41.2,50.6,6.4,16.7,5.2,21.8,1.5,3.2,58.8,8-10,.800,7-17,.412,0-0,.000,,,,,,,,
220,2009,Fr,6-9,Andre Clark,Arkansas,SEC,24,18.1,0.1,-3.2,90.2,17.0,44.9,48.5,8.4,12.7,4.9,23.7,4.4,1.3,51.0,15-25,.600,22-47,.468,0-2,.000,,,,,,,,
221,,,,,Conf. games:,Conf. games:,14,18.6,-0.1,-2.4,80.8,16.5,31.0,38.0,6.9,10.8,5.9,19.9,5.3,2.3,37.9,8-11,.727,9-27,.333,0-2,.000,,,,,,,,
222,,,,,Top 100 quality games:,Top 100:,12,16.9,-0.1,-1.6,84.4,14.9,32.0,37.0,7.7,9.3,5.0,14.0,2.9,2.1,40.0,6-10,.600,8-23,.348,0-2,.000,,,,,,,,
223,,,,,Top 50 quality games:,Top 50:,5,12.0,0.2,1.2,96.1,13.2,42.9,39.3,8.5,8.0,13.2,10.8,0.0,1.4,57.1,1-4,.250,3-7,.429,0-0,.000,,,,,,,,
224,2009,Jr,6-5,Montrell McDonald,Arkansas,SEC,4,6.3,-1.0,-4.6,71.2,18.8,43.8,42.4,7.0,23.3,4.6,30.7,2.8,1.4,68.8,4-11,.364,7-16,.438,0-0,.000,,,,,,,,
225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,,,,Date,,Opponent,Result,Mins,ORtg,Usage,eFG,TS%,OR%,DR%,AST%,TO%,Stl%,Blk%,Dunk,Rim,Mid,2Pt,3Pt,FT,Ast,TO,Stl,Blk,OR,DR,PF,GBPM,NET,Pts
227,,,,,11-14, ,  Southeastern Louisiana,"W, 91â87",27,83.3,16.8,38,37,7,23,7,11,4,3,---,---,---,3-8,0-0,1-3,1,1,2,1,2,6,3,+1.5,+0.6,7
228,2009,Jr,6-8,Eric McKinney,Arkansas St.,SB,27,57.3,1.5,4.5,107.6,18.2,53.8,54.7,10.1,19.9,4.9,13.3,8.8,2.0,39.9,39-69,.565,93-172,.541,0-1,.000,,,,,,,,
229,,,,,Conf. games:,Conf. games:,17,56.0,1.6,3.3,107.6,19.4,52.9,54.5,9.5,17.5,3.9,12.0,8.0,1.6,42.9,30-51,.588,63-119,.529,0-0,.000,,,,,,,,
230,,,,,Top 100 quality games:,Top 100:,2,55.0,0.6,5.0,96.2,16.0,60.0,54.6,7.2,23.4,6.5,16.8,7.9,2.7,40.0,1-4,.250,6-10,.600,0-0,.000,,,,,,,,
231,,,,,Top 50 quality games:,Top 50:,1,57.5,-0.2,-2.2,81.0,17.6,60.0,58.8,0.0,25.8,0.0,29.3,5.8,2.6,40.0,1-2,.500,3-5,.600,0-0,.000,,,,,,,,
232,2009,Sr,6-6,Shawn Morgan,Arkansas St.,SB,28,61.8,1.2,0.5,102.1,18.8,53.3,55.4,9.8,17.6,11.6,21.5,2.3,2.4,40.7,43-68,.632,89-167,.533,0-0,.000,,,,,,,,
233,,,,,Conf. games:,Conf. games:,18,57.3,1.0,-0.3,99.6,20.0,51.8,52.7,10.6,18.5,13.5,20.5,1.8,2.3,32.1,20-36,.556,58-112,.518,0-0,.000,,,,,,,,
234,,,,,Top 100 quality games:,Top 100:,2,60.0,2.0,4.7,117.9,13.1,62.5,63.6,0.0,9.5,5.4,9.5,4.8,3.7,100.0,5-8,.625,5-8,.625,0-0,.000,,,,,,,,
235,,,,,Top 50 quality games:,Top 50:,1,60.0,-3.2,-2.7,53.1,10.3,33.3,28.8,0.0,18.5,10.2,23.9,5.6,5.0,33.3,0-1,.000,1-3,.333,0-0,.000,,,,,,,,
236,2009,Sr,6-6,Yima Chia-Kur,Arkansas St.,SB,14,21.9,0.4,-5.6,90.5,23.5,38.4,45.9,8.2,13.0,3.6,17.5,0.4,1.2,37.2,27-32,.844,33-84,.393,0-2,.000,,,,,,,,
237,,,,,Conf. games:,Conf. games:,13,30.1,0.3,-6.1,87.6,24.7,37.8,44.6,7.9,12.6,4.0,17.4,0.4,1.4,34.1,23-28,.821,31-80,.388,0-2,.000,,,,,,,,
238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,,,,2008,Jr,6-6,Yima Chia-Kur,Arkansas St.,SB,28,68.0,1.1,-5.4,94.1,23.1,45.7,49.3,5.1,10.9,5.8,18.4,0.5,0.9,28.5,55-76,.724,86-206,.417,24-61,.393,,,,
240,2009,Sr,6-8,Larry Handy,Arkansas St.,SB,14,10.2,0.3,-4.9,97.8,20.6,51.6,53.8,9.7,14.9,5.9,20.2,0.0,0.0,48.4,9-15,.600,16-31,.516,0-0,.000,,,,,,,,
241,,,,,Conf. games:,Conf. games:,8,9.9,0.6,-2.6,107.9,20.3,52.2,55.0,7.5,12.7,6.4,12.0,0.0,0.0,39.1,6-9,.667,12-23,.522,0-0,.000,,,,,,,,
242,,,,,Top 100 quality games:,Top 100:,2,26.3,0.7,0.1,103.0,19.1,60.0,58.0,10.0,21.8,0.0,14.8,0.0,0.0,80.0,2-4,.500,3-5,.600,0-0,.000,,,,,,,,
243,,,,,Top 50 quality games:,Top 50:,1,15.0,0.2,-3.0,83.5,28.5,0.0,34.5,19.6,49.4,0.0,0.0,0.0,0.0,400.0,2-4,.500,0-1,.000,0-0,.000,,,,,,,,
244,2009,Sr,6-1,Ifeanyi Koggu,Arkansas St.,SB,28,69.5,0.2,-0.7,97.0,14.1,38.0,47.2,1.9,9.5,27.4,24.5,0.1,2.2,78.8,56-82,.683,35-91,.385,3-13,.231,,,,,,,,
245,,,,,Conf. games:,Conf. games:,18,70.1,0.0,-1.0,97.8,12.4,34.7,45.1,1.9,7.9,25.7,22.3,0.2,2.4,75.8,33-47,.702,20-57,.351,1-5,.200,,,,,,,,
246,,,,,Top 100 quality games:,Top 100:,2,63.8,-2.8,-5.9,57.0,14.0,25.0,27.9,2.1,6.7,21.9,33.3,0.0,2.3,25.0,1-2,.500,2-6,.333,0-2,.000,,,,,,,,
247,,,,,Top 50 quality games:,Top 50:,1,75.0,-2.2,-4.4,66.8,14.1,25.0,30.3,0.0,0.0,32.0,28.1,0.0,4.0,50.0,1-2,.500,1-3,.333,0-1,.000,,,,,,,,
248,2009,So,6-4,Brandon Ayers,Arkansas St.,SB,19,24.5,-0.1,-4.6,81.9,21.9,42.2,43.6,1.6,8.3,8.7,20.8,0.0,1.8,9.7,7-10,.700,15-29,.517,19-74,.257,,,,,,,,
249,,,,,Conf. games:,Conf. games:,12,24.4,-0.5,-5.0,79.4,18.0,41.4,40.7,1.8,11.7,8.0,18.4,0.0,1.0,3.4,0-2,.000,9-16,.563,10-42,.238,,,,,,,,
250,,,,,Top 100 quality games:,Top 100:,1,18.8,0.5,-2.1,76.9,35.6,50.0,50.0,0.0,0.0,0.0,22.2,0.0,4.0,0.0,0-0,.000,2-3,.667,2-7,.286,,,,,,,,
